Title: SPARC: Mass Models for 175 Disk Galaxies with Spitzer Photometry 
       and Accurate Rotation Curves 
Authors: Lelli F., McGaugh S.S., Schombert J.M.
Table: Mass Models
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units        Label   Explanations
--------------------------------------------------------------------------------
   1- 11 A11    ---          ID      Galaxy identifier
  13- 18 F6.2   Mpc          D       Assumed distance
  20- 25 F6.2   kpc          R       Galactocentric radius
  27- 32 F6.2   km/s         Vobs    Observed circular velocity
  34- 38 F5.2   km/s       e_Vobs    Uncertainty in Vobs (1)
  40- 45 F6.2   km/s         Vgas    Gas velocity contribution (2)
  47- 52 F6.2   km/s         Vdisk   Disk velocity contribution (3)
  54- 59 F6.2   km/s         Vbul    Bulge velocity contribution (3)
  61- 67 F7.2   solLum/pc2   SBdisk  Disk surface brightness
  69- 76 F8.2   solLum/pc2   SBbul   Bulge surface brightness
--------------------------------------------------------------------------------
Note (1): Random error due to non-circular motions and/or kinematic asymmetries.
It does not include systematic uncertainties due to inclination corrections.
DDO161        7.5   11.94  66.60  0.96  30.30  14.47   0.00    0.00     0.00 
DDO161        7.5   12.41  66.80  0.99  29.42  14.16   0.00    0.00     0.00 
DDO161        7.5   12.90  66.30  0.74  28.69  13.86   0.00    0.00     0.00 
DDO161        7.5   13.37  66.10  1.31  27.81  13.59   0.00    0.00     0.00 
DDO168        4.25   0.41  15.00  4.10  10.41   8.28   0.00   20.43     0.00 
DDO168        4.25   0.82  23.40  1.30  18.08  12.66   0.00   14.59     0.00 
DDO168        4.25   1.24  29.20  1.50  20.09  15.11   0.00    8.79     0.00 
DDO168        4.25   1.64  36.20  1.10  20.20  15.99   0.00    5.90     0.00 
DDO168        4.25   2.06  44.00  1.10  22.00  16.89   0.00    4.09     0.00 
DDO168        4.25   2.47  52.10  1.20  22.63  17.03   0.00    2.87     0.00 
DDO168        4.25   2.89  52.90  1.70  22.95  16.99   0.00    2.09     0.00 
DDO168        4.25   3.30  54.80  2.20  22.74  17.19   0.00    1.56     0.00 
DDO168        4.25   3.71  55.00  2.50  22.74  17.16   0.00    0.82     0.00 
DDO168        4.25   4.12  52.00  2.70  22.74  16.37   0.00    0.00     0.00 
DDO170       15.4    1.87  27.70  3.00   8.68  18.19   0.00    9.38     0.00 
DDO170       15.4    3.36  42.40  1.50  15.07  19.75   0.00    3.58     0.00 
DDO170       15.4    4.86  52.50  1.00  20.59  19.94   0.00    2.02     0.00 
DDO170       15.4    6.35  55.60  1.00  24.61  19.17   0.00    0.91     0.00 
DDO170       15.4    7.85  58.60  1.10  26.94  18.71   0.00    0.47     0.00 
DDO170       15.4    9.34  59.00  1.20  27.60  17.41   0.00    0.18     0.00 
DDO170       15.4   10.83  60.00  1.30  26.77  16.05   0.00    0.09     0.00 
DDO170       15.4   12.33  62.20  1.00  24.90  15.01   0.00    0.00     0.00 
ESO079-G014  28.7    0.41  33.20 11.60   2.21  28.95   0.00  455.28     0.00 
ESO079-G014  28.7    0.98  50.40 11.80   4.41  47.60   0.00  284.50     0.00 
ESO079-G014  28.7    1.78  53.90  9.75   6.75  62.09   0.00  213.32     0.00 
ESO079-G014  28.7    2.69  67.60  5.10   8.55  75.48   0.00  152.20     0.00 
ESO079-G014  28.7    3.36  81.70  5.06   9.18  82.21   0.00  142.61     0.00 
ESO079-G014  28.7    4.39 102.00  5.35   9.29  86.87   0.00  105.73     0.00 
ESO079-G014  28.7    5.65 116.00  6.44   9.50  92.23   0.00   92.69     0.00 
ESO079-G014  28.7    6.34 132.00  9.10  10.22  96.19   0.00   89.82     0.00 
ESO079-G014  28.7    6.89 137.00  5.25  11.87 100.53   0.00   87.61     0.00 
ESO079-G014  28.7    8.34 154.00  4.20  17.23 113.81   0.00   78.45     0.00 
ESO079-G014  28.7   10.04 163.00  3.28  24.23 128.72   0.00   58.05     0.00 
ESO079-G014  28.7   11.65 170.00  2.41  30.75 133.41   0.00   39.79     0.00 
ESO079-G014  28.7   13.36 175.00  2.18  36.20 132.99   0.00   23.18     0.00 
ESO079-G014  28.7   15.06 177.00  2.23  39.42 128.51   0.00   15.89     0.00 
ESO079-G014  28.7   16.67 178.00  2.03  40.49 124.23   0.00   10.92     0.00 
ESO116-G012  13.0    0.25  20.90  3.40  -0.22  17.33   0.00  276.94     0.00 
ESO116-G012  13.0    0.83  40.00  3.29  -1.80  34.96   0.00  168.99     0.00 
ESO116-G012  13.0    1.38  51.50  2.96  -1.55  51.34   0.00  141.01     0.00 
ESO116-G012  13.0    1.85  67.90  3.45   5.01  61.73   0.00   81.24     0.00 
ESO116-G012  13.0    2.68  80.20  2.93  12.54  60.49   0.00   46.01     0.00 
ESO116-G012  13.0    3.19  83.30  3.08  16.68  63.17   0.00   41.40     0.00 
ESO116-G012  13.0    3.68  91.40  2.83  20.19  65.14   0.00   30.23     0.00 
ESO116-G012  13.0    4.13 102.00  5.40  22.31  66.32   0.00   24.20     0.00 
ESO116-G012  13.0    5.23 105.00  4.21  25.63  64.52   0.00    9.48     0.00 
ESO116-G012  13.0    6.05 109.00  2.10  27.28  60.09   0.00    3.57     0.00 
ESO116-G012  13.0    6.81 108.00  2.10  28.58  55.74   0.00    2.78     0.00 
ESO116-G012  13.0    7.56 109.00  2.10  30.70  53.61   0.00    2.04     0.00 
ESO116-G012  13.0    8.32 110.00  2.10  33.83  51.18   0.00    1.21     0.00 
ESO116-G012  13.0    9.09 111.00  2.33  35.49  49.08   0.00    0.72     0.00 
ESO116-G012  13.0    9.86 112.00  4.74  33.74  46.34   0.00    0.00     0.00 
ESO444-G084   4.83   0.26  18.30  1.80   4.59   8.31   0.00   31.29     0.00 
ESO444-G084   4.83   0.77  35.30  3.00  11.55  14.79   0.00   10.44     0.00 
ESO444-G084   4.83   1.29  47.80  4.63  16.45  14.54   0.00    3.29     0.00 
ESO444-G084   4.83   1.81  52.80  1.26  19.03  13.66   0.00    1.03     0.00 
ESO444-G084   4.83   2.32  58.00  3.11  20.09  12.28   0.00    0.34     0.00 
ESO444-G084   4.83   3.39  63.10  1.35  17.39   9.97   0.00    0.03     0.00 
ESO444-G084   4.83   4.44  62.70  7.36  14.45   8.53   0.00    0.00     0.00 
ESO563-G021  60.8    0.45  18.90  9.78   0.00  65.19   0.00 2096.34     0.00 
ESO563-G021  60.8    1.34  58.30 10.50   0.00 120.17   0.00  997.68     0.00 
ESO563-G021  60.8    2.23  74.10  5.69   0.00 137.48   0.00  691.26     0.00 
ESO563-G021  60.8    3.12 119.00  4.27   0.00 146.18   0.00  574.33     0.00 
ESO563-G021  60.8    4.01 141.00  3.76   0.00 157.86   0.00  548.02     0.00 
ESO563-G021  60.8    4.90 195.00  4.54   0.00 175.79   0.00  524.14     0.00 
ESO563-G021  60.8    5.79 227.00  4.20   0.00 199.19   0.00  483.52     0.00 
ESO563-G021  60.8    6.69 246.00  4.24   0.00 217.87   0.00  426.75     0.00 
ESO563-G021  60.8    7.58 268.00  5.56   0.00 228.65   0.00  376.92     0.00 
ESO563-G021  60.8    8.47 283.00  2.96   0.00 241.76   0.00  345.98     0.00 
ESO563-G021  60.8   10.23 291.00  9.81   0.00 260.94   0.00  282.74     0.00 
ESO563-G021  60.8   12.06 310.00  4.74   0.04 275.04   0.00  199.54     0.00 
ESO563-G021  60.8   13.44 310.00 20.40   0.40 277.98   0.00  164.72     0.00 
ESO563-G021  60.8   15.18 310.00 16.10   3.11 282.25   0.00  131.46     0.00 
ESO563-G021  60.8   16.83 314.00 13.50  15.18 283.33   0.00   96.52     0.00 
ESO563-G021  60.8   18.56 317.00 12.70  22.91 276.47   0.00   70.44     0.00 
ESO563-G021  60.8   20.30 319.00 10.40  33.06 272.19   0.00   62.60     0.00 
ESO563-G021  60.8   21.94 318.00 10.80  33.62 273.00   0.00   50.58     0.00 
ESO563-G021  60.8   23.68 317.00  9.30  39.67 271.34   0.00   32.65     0.00 
ESO563-G021  60.8   25.41 317.00  7.23  44.98 261.62   0.00   19.67     0.00 
ESO563-G021  60.8   27.06 312.00  8.39  46.29 252.97   0.00   13.79     0.00 
ESO563-G021  60.8   28.80 312.00  8.37  43.21 243.84   0.00    7.98     0.00 
ESO563-G021  60.8   30.53 311.00 11.50  45.08 233.85   0.00    4.31     0.00 
ESO563-G021  60.8   32.18 310.00 14.50  52.43 224.75   0.00    2.73     0.00 
ESO563-G021  60.8   33.91 313.00 15.90  59.70 216.21   0.00    1.63     0.00 
ESO563-G021  60.8   35.65 320.00  8.83  61.56 208.83   0.00    1.34     0.00 
ESO563-G021  60.8   37.30 321.00  7.88  63.33 202.65   0.00    0.94     0.00 
ESO563-G021  60.8   39.03 320.00  8.00  62.96 196.77   0.00    0.72     0.00 
ESO563-G021  60.8   40.76 315.00  9.82  62.40 191.39   0.00    0.59     0.00 
ESO563-G021  60.8   42.41 312.00  9.07  62.21 186.89   0.00    0.59     0.00 
F561-1       66.4    1.61  23.40 10.00   5.21  28.61   0.00   43.88     0.00 
F561-1       66.4    3.23  40.60  5.00  10.57  37.58   0.00   19.59     0.00 
F561-1       66.4    4.84  45.50  5.00  15.71  39.10   0.00   14.19     0.00 
F561-1       66.4    6.45  49.20  5.00  20.94  44.01   0.00   11.07     0.00 
F561-1       66.4    8.06  50.40  5.00  25.97  48.52   0.00    7.95     0.00 
F561-1       66.4    9.66  50.40  5.00  29.26  49.44   0.00    3.35     0.00 
F563-1       48.9    1.07  22.10  7.17   1.98  18.30   0.00   33.42     0.00 
F563-1       48.9    1.78  42.70 10.66   4.03  24.51   0.00   20.43     0.00 
F563-1       48.9    2.49  60.60  7.69   6.25  27.45   0.00   14.31     0.00 
F563-1       48.9    2.97  76.80 11.10   7.78  28.28   0.00    9.63     0.00 
F563-1       48.9    3.04  81.60 17.50   8.01  28.20   0.00    9.31     0.00 
F563-1       48.9    3.19  87.00  8.93   8.49  28.16   0.00    9.15     0.00 
F563-1       48.9    6.95  90.00 24.80  17.83  29.57   0.00    3.35     0.00 
F563-1       48.9    8.58  97.80  9.40  22.83  29.09   0.00    1.88     0.00 
F563-1       48.9    9.26  93.70 25.30  24.91  28.73   0.00    1.68     0.00 
F563-1       48.9    9.89 103.00 23.80  26.69  28.70   0.00    1.49     0.00 
F563-1       48.9   10.08  97.40 11.00  27.31  28.73   0.00    1.43     0.00 
F563-1       48.9   11.84 106.50  9.48  30.86  27.77   0.00    0.72     0.00 
F563-1       48.9   14.56 112.00 11.00  30.44  25.73   0.00    0.36     0.00 
F563-1       48.9   15.43 111.50  9.40  30.70  25.11   0.00    0.28     0.00 
F563-1       48.9   17.93 111.00 24.30  33.36  23.48   0.00    0.14     0.00 
F563-1       48.9   19.02 112.50  7.75  34.35  22.95   0.00    0.10     0.00 
F563-1       48.9   20.10 106.00 10.70  35.34  22.07   0.00    0.00     0.00 
F563-V1      54.0    1.31  12.00  5.00   4.66  11.06   0.00   12.60     0.00 
F563-V1      54.0    2.63  21.70  5.00   9.66  16.85   0.00    9.31     0.00 
F563-V1      54.0    3.93  28.60  5.00  13.79  23.41   0.00    7.16     0.00 
F563-V1      54.0    5.24  29.50  5.00  16.46  24.18   0.00    3.64     0.00 
F563-V1      54.0    6.55  28.60  5.00  18.52  23.59   0.00    2.39     0.00 
F563-V1      54.0    7.87  27.30  5.00  20.17  23.33   0.00    2.56     0.00 
F563-V2      59.7    0.28  11.90  7.89   0.95   6.22   0.00   68.00     0.00 
F563-V2      59.7    0.87  34.80  7.89   2.93  17.64   0.00   60.24     0.00 
F563-V2      59.7    1.46  58.50  8.68   4.98  27.33   0.00   50.99     0.00 
F563-V2      59.7    2.05  81.50 14.20   7.20  35.16   0.00   39.39     0.00 
F563-V2      59.7    2.35  91.80 17.50   8.24  37.71   0.00   33.19     0.00 
F563-V2      59.7    4.76 114.00  8.68  16.62  45.06   0.00   10.80     0.00 
F563-V2      59.7    7.86 116.00  8.68  34.33  41.16   0.00    3.01     0.00 
F563-V2      59.7    8.70 117.00 16.60  39.57  40.09   0.00    2.22     0.00 
F563-V2      59.7   10.18 118.00 51.90  39.57  38.11   0.00    1.34     0.00 
F563-V2      59.7   10.47 118.00 40.30  39.57  37.78   0.00    1.24     0.00 
F565-V2      51.8    1.26  21.70 10.00   5.70  11.40   0.00   12.58     0.00 
F565-V2      51.8    2.51  40.30 10.00  10.70  17.23   0.00    5.69     0.00 
F565-V2      51.8    3.78  57.70  7.00  14.75  19.15   0.00    4.01     0.00 
F565-V2      51.8    5.03  68.50  7.00  18.18  18.51   0.00    1.60     0.00 
F565-V2      51.8    6.29  73.50  7.00  21.50  20.41   0.00    1.58     0.00 
F565-V2      51.8    7.54  78.50  5.00  24.72  20.52   0.00    0.60     0.00 
F565-V2      51.8    8.80  83.10  6.00  27.11  18.68   0.00    0.21     0.00 
F567-2       79.0    1.92  26.90  8.00  -8.25  24.52   0.00   22.17     0.00 
F567-2       79.0    3.83  46.80  5.00 -11.91  32.41   0.00   10.50     0.00 
F567-2       79.0    5.75  47.60  5.00  -2.02  32.86   0.00    5.00     0.00 
F567-2       79.0    7.67  48.10  8.00  17.45  32.97   0.00    3.29     0.00 
F567-2       79.0    9.59  52.20 10.00  24.22  33.05   0.00    1.99     0.00 
F568-1       90.7    0.44  15.70  9.10  -2.08  12.26   0.00   98.11     0.00 
F568-1       90.7    1.32  44.50  9.10  -5.39  28.49   0.00   57.84     0.00 
